setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
0.431144 -0.431122 -0.297722 0.297744 0.0435184 -0.0435 0.088368 -0.0883492 0.0871957
0.439632 -0.43961 -0.30621 0.306232 0.0514405 -0.051422 0.0804766 -0.0804578 0.0870561
0.447883 -0.447862 -0.314462 0.314483 0.0593693 -0.0593505 0.072578 -0.0725593 0.0869564
0.455894 -0.455873 -0.322473 0.322494 0.0672997 -0.0672808 0.0646771 -0.0646583 0.0868937
0.463659 -0.463639 -0.330239 0.330259 0.0752269 -0.0752077 0.0567789 -0.0567601 0.0868603
0.471173 -0.471154 -0.337754 0.337773 0.0831457 -0.0831265 0.0488884 -0.0488696 0.0868454
0.478432 -0.478414 -0.345014 0.345032 0.0910514 -0.0910321 0.0410105 -0.0409917 0.0868525
0.485431 -0.485413 -0.352013 0.352031 0.098939 -0.0989196 0.0331502 -0.0331313 0.0868795
0.492166 -0.492148 -0.358748 0.358766 0.106803 -0.106784 0.0253123 -0.0252935 0.0869183
0.498631 -0.498615 -0.365215 0.365231 0.11464 -0.114621 0.0175019 -0.0174831 0.0869732
0.504824 -0.504808 -0.371408 0.371424 0.122444 -0.122424 0.00972388 -0.00970503 0.0870458
0.51074 -0.510725 -0.377325 0.37734 0.130209 -0.13019 0.00198302 -0.00196417 0.0871364
0.516376 -0.516361 -0.382961 0.382976 0.137933 -0.137913 -0.00571574 0.00573459 0.0872447
0.521727 -0.521714 -0.388314 0.388327 0.145609 -0.145589 -0.0133676 0.0133864 0.0873699
0.526792 -0.526779 -0.393379 0.393392 0.153232 -0.153213 -0.0209677 0.0209865 0.0875111
0.531565 -0.531553 -0.398153 0.398165 0.160799 -0.16078 -0.0285113 0.02853 0.0876673
0.536045 -0.536034 -0.402634 0.402645 0.168304 -0.168285 -0.0359937 0.0360123 0.0878372
0.540229 -0.540218 -0.406818 0.406829 0.175742 -0.175723 -0.04341 0.0434286 0.0880202
0.544114 -0.544104 -0.410704 0.410714 0.18311 -0.183091 -0.0507558 0.0507743 0.0882156
0.547697 -0.547688 -0.414288 0.414297 0.190401 -0.190383 -0.0580264 0.0580447 0.0884229
0.550976 -0.550968 -0.417568 0.417576 0.197613 -0.197594 -0.0652171 0.0652353 0.0886416
0.553949 -0.553942 -0.420542 0.420549 0.204739 -0.204721 -0.0723235 0.0723415 0.0888716
0.556615 -0.556608 -0.423208 0.423215 0.211777 -0.211759 -0.0793411 0.0793589 0.089113
0.558971 -0.558965 -0.425565 0.425571 0.218721 -0.218703 -0.0862655 0.0862831 0.0893659
0.561016 -0.561011 -0.427611 0.427616 0.225567 -0.225549 -0.0930923 0.0931098 0.0896301
0.562749 -0.562745 -0.429345 0.429349 0.23231 -0.232293 -0.0998172 0.0998345 0.0899047
0.564169 -0.564166 -0.430766 0.430769 0.238947 -0.23893 -0.106436 0.106453 0.0901888
0.565275 -0.565272 -0.431872 0.431875 0.245474 -0.245457 -0.112945 0.112962 0.0904815
0.566065 -0.566064 -0.432664 0.432665 0.251886 -0.251869 -0.119339 0.119356 0.0907821
0.56654 -0.56654 -0.43314 0.43314 0.258179 -0.258163 -0.125615 0.125631 0.0911219
0.5667 -0.5667 -0.4333 0.4333 0.264349 -0.264333 -0.131768 0.131785 0.0914664
0.566544 -0.566545 -0.433145 0.433144 0.270393 -0.270378 -0.137796 0.137812 0.0918156
0.566072 -0.566073 -0.432673 0.432672 0.276306 -0.276291 -0.143693 0.143709 0.0921679
0.565284 -0.565287 -0.431887 0.431884 0.282086 -0.282071 -0.149457 0.149472 0.0925219
0.564182 -0.564186 -0.430786 0.430782 0.287728 -0.287714 -0.155084 0.155099 0.0928765
0.562766 -0.56277 -0.42937 0.429366 0.293229 -0.293215 -0.160569 0.160584 0.093231
0.561036 -0.561041 -0.427641 0.427636 0.298585 -0.298571 -0.165911 0.165925 0.093585
0.558994 -0.559 -0.4256 0.425594 0.303793 -0.30378 -0.171105 0.171118 0.0939387
0.556641 -0.556648 -0.423248 0.423241 0.30885 -0.308837 -0.176148 0.176161 0.0942928
0.553979 -0.553986 -0.420586 0.420579 0.313752 -0.31374 -0.181036 0.181049 0.0946481
0.551009 -0.551017 -0.417617 0.417609 0.318498 -0.318486 -0.185768 0.18578 0.0950053
0.547733 -0.547742 -0.414342 0.414333 0.323082 -0.323071 -0.190339 0.190351 0.0953651
0.544153 -0.544163 -0.410763 0.410753 0.327504 -0.327493 -0.194748 0.194759 0.0957279
0.540271 -0.540282 -0.406882 0.406871 0.331759 -0.331748 -0.198991 0.199002 0.0960939
0.536091 -0.536102 -0.402702 0.402691 0.335846 -0.335835 -0.203065 0.203075 0.0964631
0.531614 -0.531626 -0.398226 0.398214 0.339761 -0.339751 -0.206968 0.206978 0.0968354
0.526843 -0.526856 -0.393456 0.393443 0.343503 -0.343493 -0.210698 0.210707 0.0972108
