setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
0.46556 -0.465558 -0.332158 0.33216 0.458086 -0.458081 -0.324681 0.324686 0
0.466192 -0.466191 -0.332791 0.332792 0.459707 -0.459703 -0.326303 0.326307 0
0.466572 -0.466572 -0.333172 0.333172 0.46108 -0.461077 -0.327677 0.32768 0
0.4667 -0.4667 -0.3333 0.3333 0.462204 -0.462201 -0.328801 0.328804 0
0.466575 -0.466576 -0.333176 0.333175 0.463078 -0.463076 -0.329676 0.329678 0
0.466197 -0.466199 -0.332799 0.332797 0.463702 -0.463701 -0.330301 0.330302 0
0.465568 -0.46557 -0.33217 0.332168 0.464075 -0.464074 -0.330674 0.330675 0
0.464686 -0.464688 -0.331288 0.331286 0.464197 -0.464197 -0.330797 0.330797 0
0.463553 -0.463556 -0.330156 0.330153 0.464068 -0.464069 -0.330669 0.330668 0
0.462169 -0.462173 -0.328773 0.328769 0.463688 -0.46369 -0.33029 0.330288 0
0.460535 -0.46054 -0.32714 0.327135 0.463058 -0.46306 -0.32966 0.329658 0
0.458653 -0.458658 -0.325258 0.325253 0.462177 -0.462179 -0.328779 0.328777 0
0.456523 -0.456529 -0.323129 0.323123 0.461046 -0.461049 -0.327649 0.327646 0
0.454147 -0.454154 -0.320754 0.320747 0.459666 -0.45967 -0.32627 0.326266 0
0.451526 -0.451533 -0.318133 0.318126 0.458038 -0.458043 -0.324643 0.324638 0
0.448662 -0.44867 -0.31527 0.315262 0.456163 -0.456168 -0.322768 0.322763 0
0.445557 -0.445566 -0.312166 0.312157 0.454042 -0.454048 -0.320648 0.320642 0
0.442213 -0.442222 -0.308822 0.308813 0.451676 -0.451683 -0.318283 0.318276 0
0.438631 -0.438641 -0.305241 0.305231 0.449067 -0.449074 -0.315674 0.315667 0
0.434815 -0.434825 -0.301425 0.301415 0.446217 -0.446224 -0.312824 0.312817 0
0.430766 -0.430777 -0.297377 0.297366 0.443126 -0.443135 -0.309735 0.309726 0
0.426487 -0.426498 -0.293098 0.293087 0.439799 -0.439808 -0.306408 0.306399 0
0.421981 -0.421993 -0.288593 0.288581 0.436235 -0.436245 -0.302845 0.302835 0
0.41725 -0.417263 -0.283863 0.28385 0.432438 -0.432448 -0.299048 0.299038 0
0.412298 -0.412312 -0.278912 0.278898 0.42841 -0.428421 -0.295021 0.29501 0
0.407128 -0.407142 -0.273742 0.273728 0.424154 -0.424165 -0.290765 0.290754 0
0.401743 -0.401757 -0.268357 0.268343 0.419672 -0.419684 -0.286284 0.286272 0
0.396146 -0.396161 -0.262761 0.262746 0.414966 -0.414979 -0.281579 0.281566 0
0.390341 -0.390357 -0.256957 0.256941 0.410041 -0.410055 -0.276655 0.276641 0
0.384332 -0.384348 -0.250948 0.250932 0.404899 -0.404913 -0.271513 0.271499 0
0.378122 -0.378138 -0.244738 0.244722 0.399544 -0.399558 -0.266158 0.266144 0
0.371715 -0.371732 -0.238332 0.238315 0.393978 -0.393993 -0.260593 0.260578 0
0.365116 -0.365133 -0.231733 0.231716 0.388206 -0.388221 -0.254821 0.254806 0
0.358328 -0.358346 -0.224946 0.224928 0.38223 -0.382246 -0.248846 0.24883 0
0.351356 -0.351375 -0.217975 0.217956 0.376055 -0.376072 -0.242672 0.242655 0
0.344204 -0.344223 -0.210823 0.210804 0.369685 -0.369702 -0.236302 0.236285 0
0.336877 -0.336897 -0.203497 0.203477 0.363124 -0.363141 -0.229741 0.229724 0
0.32938 -0.3294 -0.196 0.19598 0.356375 -0.356393 -0.222993 0.222975 0
0.321716 -0.321736 -0.188336 0.188316 0.349443 -0.349462 -0.216062 0.216043 0
0.313891 -0.313912 -0.180512 0.180491 0.342333 -0.342352 -0.208952 0.208933 0
0.305911 -0.305932 -0.172532 0.172511 0.335048 -0.335068 -0.201668 0.201648 0
0.297779 -0.2978 -0.1644 0.164379 0.327595 -0.327614 -0.194214 0.194195 0
0.289501 -0.289523 -0.156123 0.156101 0.319976 -0.319996 -0.186596 0.186576 0
