distance x y z pitch roll
0.0691494 0.0816092 0.119519 0.0298458 -11.5677 -6.43353
0.0686796 0.0811469 0.119329 0.0293856 -11.3822 -6.03714
0.0682023 0.0806743 0.119136 0.028927 -11.1981 -5.63755
0.0677198 0.0801923 0.118939 0.0284703 -11.0125 -5.23606
0.0672427 0.0796989 0.11873 0.0280103 -10.82 -4.83971
0.0667597 0.0791968 0.11852 0.0275502 -10.6251 -4.4354
0.0662716 0.0786856 0.118305 0.0270907 -10.4275 -4.02964
0.0657889 0.0781627 0.118079 0.0266267 -10.223 -3.62922
0.0653128 0.0776333 0.117855 0.0261672 -10.0093 -3.23516
0.0648395 0.0770955 0.117628 0.0257105 -9.79054 -2.84677
0.0643776 0.0765442 0.117387 0.0252465 -9.56412 -2.46908
0.0639122 0.0759806 0.117145 0.0247794 -9.33895 -2.08879
0.0634437 0.0754056 0.116899 0.0243089 -9.1127 -1.70852
0.0631371 0.0749127 0.116812 0.0238189 -8.96237 -1.40376
0.0629373 0.0744898 0.116861 0.0233152 -8.86243 -1.12845
0.062782 0.0741025 0.116982 0.0227964 -8.77929 -0.854536
0.0626601 0.0737418 0.117158 0.0222698 -8.69958 -0.581507
0.0625597 0.0734028 0.117365 0.0217242 -8.63031 -0.307609
0.062471 0.0730805 0.117606 0.0211786 -8.56501 -0.0311133
0.0623914 0.0727736 0.117863 0.0206215 -8.51162 0.248141
0.062316 0.0724773 0.118141 0.0200609 -8.47086 0.530043
0.0622451 0.0721903 0.118439 0.0194965 -8.44261 0.814786
0.062177 0.0719136 0.118757 0.0189351 -8.42071 1.09643
0.0621193 0.071648 0.119079 0.0183649 -8.41014 1.38278
0.0620653 0.0713896 0.119413 0.0177933 -8.40892 1.6691
0.0620154 0.0711383 0.119757 0.0172223 -8.41582 1.956
0.0619692 0.0708939 0.12011 0.0166536 -8.42969 2.24206
0.0619264 0.0706563 0.120469 0.0160889 -8.44944 2.52595
0.061886 0.0704251 0.120834 0.01553 -8.47395 2.80649
0.0618476 0.0702001 0.121202 0.0149786 -8.50204 3.08267
